Genome ID,Genome Name,Version,Kleborate version,strain,species,species_match,contig_count,N50,largest_contig,total_size,ambiguous_bases,QC_warnings,ST,virulence_score,resistance_score,num_resistance_classes,num_resistance_genes,Yersiniabactin,YbST,Colibactin,CbST,Aerobactin,AbST,Salmochelin,SmST,RmpADC,RmST,rmpA2,wzi,K_locus,K_type,K_locus_problems,K_locus_confidence,K_locus_identity,K_locus_missing_genes,O_locus,O_type,O_locus_problems,O_locus_confidence,O_locus_identity,O_locus_missing_genes,AGly_acquired,Col_acquired,Fcyn_acquired,Flq_acquired,Gly_acquired,MLS_acquired,Phe_acquired,Rif_acquired,Sul_acquired,Tet_acquired,Tgc_acquired,Tmt_acquired,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,truncated_resistance_hits,spurious_resistance_hits,Chr_ST,gapA,infB,mdh,pgi,phoE,rpoB,tonB,ybtS,ybtX,ybtQ,ybtP,ybtA,irp2,irp1,ybtU,ybtT,ybtE,fyuA,clbA,clbB,clbC,clbD,clbE,clbF,clbG,clbH,clbI,clbL,clbM,clbN,clbO,clbP,clbQ,iucA,iucB,iucC,iucD,iutA,iroB,iroC,iroD,iroN,rmpA,rmpD,rmpC,spurious_virulence_hits
5f49a4e864435f0ef674797b,ERR1217035,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,51,316819,841439,5403623,yes (490),ambiguous_bases,ST48,1,1,5,5,ybt 10; ICEKp4,377-2LV,-,0,-,0,-,0,-,0,-,wzi167,KL124,unknown (KL124),?,Good,99.62%,,O1/O2v1,O1,none,Very high,98.28%,,aadA1.v1^,-,-,-,-,-,catA1^,-,sul1,-,-,dfrA1.v2,-,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST48,2,5,2,2,7,1,10,3,12,133,3,14,325,216,3,15,8,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f48a4a1677a55f9c1246afd,ERR1217038,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,55,267488,810546,5643195,yes (584),ambiguous_bases,ST35,1,1,6,7,ybt 16; ICEKp12,287-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,?-,Good,99.74%,KL2_13,O1/O2v1,O1,none,Very high,99.99%,,aadA,-,-,-,-,-,catA1^,-,sul1,tet(A).v1,-,dfrA1.v2,-,-,CTX-M-15;TEM-169^,-,-,-,-,-,-,-,-,SHV-129?-77%,ST35,2,1,2,1,10,1,19,6,15,5,4,11,239,371,2,11,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f49a291677a55dfdc247fee,ERR1217040,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,41,350038,640706,5389895,yes (98),ambiguous_bases,ST107,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi74,KL103,unknown (KL103),*,Very high,96.71%,,O1/O2v1,O1,none,Very high,97.73%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-1^,-,-,-,-,-,-,ST107,2,1,2,17,27,1,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f47c8cef87f39894d91c09d,ERR1217041,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,85,287145,628035,5740092,yes (393),ambiguous_bases,ST101,1,2,10,19,ybt 9; ICEKp3,183,-,0,-,0,-,0,-,0,-,wzi137,KL17,K17,?,Good,99.99%,,O1/O2v1,O1,none,Very high,98.02%,,aac(3)-IIa.v1^;aac(6')-Ib'.v1;aadA*;aph(3')-VI;strA.v1^;strB.v1,-,-,qnrS1,-,ereA2;ereB,CatB4.v1?;catA1*,arr-2,sul1;sul2,-,-,dfrA5,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,NDM-1,SHV-1^,-,OmpK35-25%,-,GyrA-83Y;GyrA-87G;ParC-80I,OXA-9.v1*-42%;tet(A).v1*-3%,-,ST101,2,6,1,5,4,1,6,5,11,6,5,1,25,37,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f4a12eff87f39074391f74e,ERR1217053,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,57,344533,502043,5480607,yes (297),ambiguous_bases,ST39,0,0,1,1,-,0,-,0,-,0,-,0,-,0,-,wzi83,KL23,K23,none,Very high,99.92%,,O1/O2v2,O1,none,Very high,98.49%,,-,-,-,qnrS1,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST39,2,1,2,4,9,1,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f49acd264435f7b197479e2,ERR1217054,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,59,240751,839669,5462885,yes (522),ambiguous_bases,ST307,1,1,7,11,ybt 10; ICEKp4,384,-,0,-,0,-,0,-,0,-,wzi173,KL102,unknown (KL102),none,Very high,99.27%,,O1/O2v2,O2afg,none,Very high,98.45%,,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1?,-,-,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-28.v1^,-,OmpK35-21%,-,GyrA-83I;ParC-80I,sul2*-61%,-,ST307,4,1,2,52,1,1,7,16,12,4,3,3,61,54,3,10,9,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f48b06b677a55f04a246bc8,ERR1217058,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,41,404925,1021430,5499127,yes (494),ambiguous_bases,ST37,1,2,1,1,ybt 9; ICEKp3 (truncated),414-2LV,-,0,-,0,-,0,-,0,-,wzi96,KL38,K38,-+,Good,99.71%,KL38_01_galF,O3b,O3b,none,Very high,99.30%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OXA-48,SHV-11.v1^,35Q,-,-,-,-,-,ST37,2,9,2,1,13,1,16,5,19,6,5,1,490*-45%,406,9,5,5,202,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f49918b64435f2e207477fb,ERR1217059,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,79,178177,790343,5485572,yes (744),ambiguous_bases,ST11,1,2,6,5,ybt 9; ICEKp3,183,-,0,-,0,-,0,-,0,-,wzi50,KL15,K15,none,Very high,99.78%,,O4,O4,none,Very high,99.65%,,aac(6')-Ib-cr.v2,-,-,-,-,-,CatB4.v1?,-,-,-,-,dfrA14.v2*,OXA-1,-,-,-,OXA-48,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,5,11,6,5,1,25,37,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f49834d64435f6a287476f5,ERR1217060,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,103,207533,837457,5885431,yes (590),ambiguous_bases,ST307,0,2,9,13,-,0,-,0,-,0,-,0,-,0,-,wzi173,KL102,unknown (KL102),none,Very high,99.27%,,O1/O2v2,O2afg,none,Very high,98.45%,,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1?,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-206,-,CTX-M-15,-,OXA-48,SHV-28.v1^,-,-,-,GyrA-83I;ParC-80I,-,-,ST307,4,1,2,52,1,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f4a1cc064435fbe6a748295,ERR1217062,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,71,198137,505234,5488683,yes (313),ambiguous_bases,ST11,1,2,6,6,ybt 9; ICEKp3,183,-,0,-,0,-,0,-,0,-,wzi50,KL15,K15,none,Very high,99.78%,,O4,O4,none,Very high,99.66%,,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2,-,-,-,-,-,CatB4.v1?,-,-,-,-,dfrA14.v2*,OXA-1,-,-,-,OXA-48,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,5,11,6,5,1,25,37,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f49363ff87f39ad8b91e61f,ERR1217063,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,60,307842,1105480,5500424,yes (589),ambiguous_bases,ST307,0,1,8,12,-,0,-,0,-,0,-,0,-,0,-,wzi173,KL102,unknown (KL102),none,Very high,99.27%,,O1/O2v2,O2afg,none,Very high,98.45%,,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1?,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-206,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,GyrA-83I;ParC-80I,-,-,ST307,4,1,2,52,1,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f49f3f9f87f39631491f4ae,ERR1217065,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,87,215460,474846,5430701,yes (966),ambiguous_bases,ST1082,0,0,2,2,-,0,-,0,-,0,-,0,-,0,-,wzi104,KL51,K51,none,Very high,99.40%,,O1/O2v2,O1,none,Very high,98.47%,,-,-,-,-,-,-,catA1^,-,-,tet(D),-,-,-,-,-,-,-,SHV-28.v1^,-,-,-,-,-,-,ST1082,2,5,1,1,1,1,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f4992d8677a55ff49247e6e,ERR1217066,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,89,178063,790343,5501807,yes (262),ambiguous_bases,ST11,1,2,8,10,ybt 9; ICEKp3,183,-,0,-,0,-,0,-,0,-,wzi50,KL15,K15,none,Very high,99.78%,,O4,O4,none,Very high,99.66%,,aac(6')-Ib-cr.v2;aadA2^;aph3-Ia.v1^,-,-,-,-,mphA,-,-,sul1,-,-,dfrA12;dfrA14.v2*,OXA-1,-,CTX-M-15*,-,OXA-48,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,5,11,6,5,1,25,37,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f48fd2164435f142d7461dc,ERR1217067,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,36,313309,628747,5274888,yes (521),ambiguous_bases,ST36,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi27,KL27,K27,none,Very high,99.97%,,O1/O2v2,O2afg,none,Very high,98.38%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST36,2,1,2,1,7,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f48a131f87f39dc5891d934,ERR1217068,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,84,180674,790292,5499586,yes (885),ambiguous_bases,ST11,1,2,7,10,ybt 9; ICEKp3,183,-,0,-,0,-,0,-,0,-,wzi50,KL15,K15,none,Very high,99.78%,,O4,O4,none,Very high,99.66%,,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA2^;aph3-Ia.v1^,-,-,-,-,mphA,CatB4.v1?,-,-,-,-,dfrA12;dfrA14.v2*,OXA-1,-,-,-,OXA-48,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,sul1?-73%,ST11,3,3,1,1,1,1,4,5,11,6,5,1,25,37,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f493b4c64435f05eb747038,ERR1217069,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,59,152156,419282,5148291,yes (953),ambiguous_bases,ST15,0,0,1,0,-,0,-,0,-,0,-,0,-,0,-,wzi19,KL19,K19,*,High,94.91%,,O1/O2v2,O1,none,Perfect,100.00%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-28.v1^,-,-,-,GyrA-83F;GyrA-87A;ParC-80I,-,-,ST15,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f49ca6b677a558e952482d0,ERR1217070,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,87,165224,572043,5548824,yes (118),ambiguous_bases,ST11,1,2,7,7,ybt 9; ICEKp3,183,-,0,-,0,-,0,-,0,-,wzi50,KL15,K15,none,Very high,99.78%,,O4,O4,none,Very high,99.66%,,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2,-,-,-,-,-,-,-,-,tet(A).v1,-,dfrA14.v2*,OXA-1,-,CTX-M-15,-,OXA-48,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,CatB4.v1?-76%,ST11,3,3,1,1,1,1,4,5,11,6,5,1,25,37,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f49cb4264435f5d39747c74,ERR1217071,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,32,367030,1406680,5097934,yes (588),ambiguous_bases,ST200,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,-,KL61,K61,?+*,Good,96.61%,,O3b,O3b,none,Very high,99.61%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-1^,-,-,-,-,-,-,ST200,2,1,2,1,12,1,68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f48b881677a55d1e9246c8f,ERR1217072,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,78,307842,1108827,5749822,yes (689),ambiguous_bases,ST307,0,1,8,12,-,0,-,0,-,0,-,0,-,0,-,wzi173,KL102,unknown (KL102),none,Very high,99.27%,,O1/O2v2,O2afg,none,Very high,98.45%,,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1?,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-206,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,GyrA-83I;ParC-80I,-,-,ST307,4,1,2,52,1,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f49efe5f87f39513491f484,ERR1217073,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,86,180463,443971,5511468,yes (393),ambiguous_bases,ST11,1,2,6,7,ybt 9; ICEKp3,183,-,0,-,0,-,0,-,0,-,wzi50,KL15,K15,none,Very high,99.78%,,O4,O4,none,Very high,99.66%,,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aph3-Ia.v1^,-,-,-,-,-,CatB4.v1?,-,-,-,-,dfrA14.v2*,OXA-1,-,-,-,OXA-48,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,5,11,6,5,1,25,37,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f49b621677a556310248169,ERR1217074,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,88,178180,790141,5519023,yes (495),ambiguous_bases,ST11,1,2,9,12,ybt 9; ICEKp3,183,-,0,-,0,-,0,-,0,-,wzi50,KL15,K15,none,Very high,99.78%,,O4,O4,none,Very high,99.66%,,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA2^;aph3-Ia.v1^,-,-,-,-,mphA,CatB4.v1?,-,sul1,-,-,dfrA12;dfrA14.v2*,OXA-1,-,CTX-M-15,-,OXA-48,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,5,11,6,5,1,25,37,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f48babef87f3902d791db47,ERR1217076,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,47,442284,1103203,5326468,yes (302),ambiguous_bases,ST292,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi96,KL38,K38,none,Very high,99.96%,,O3b,O3b,none,Very high,99.20%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST292,2,1,2,1,1,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f48648664435f897e7455b4,ERR1217077,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,70,365875,1105310,5574099,yes (865),ambiguous_bases,ST307,0,1,2,1,-,0,-,0,-,0,-,0,-,0,-,wzi173,KL102,unknown (KL102),none,Very high,99.27%,,O1/O2v2,O2afg,none,Very high,98.45%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,GyrA-83I;ParC-80I,-,-,ST307,4,1,2,52,1,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f48f9eb64435f2a3f746187,ERR1217080,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,46,477177,1498431,5446736,yes (1084),ambiguous_bases,ST1626,0,1,9,13,-,0,-,0,-,0,-,0,-,0,-,wzi417,KL151,unknown (KL151),none,Perfect,100.00%,,O5,O5,*,High,94.31%,,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1?,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,SHV-52,CTX-M-15,-,-,-,35Q;69I,OmpK35-40%,-,-,-,-,ST1626,2,4,2,1,7,1,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f499aba677a559c0d247f41,ERR1217081,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,46,476853,1498225,5447970,yes (787),ambiguous_bases,ST1626,0,1,9,13,-,0,-,0,-,0,-,0,-,0,-,wzi417,KL151,unknown (KL151),none,Perfect,100.00%,,O5,O5,*,High,94.31%,,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1?,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,SHV-52,CTX-M-15,-,-,-,35Q;69I,OmpK35-40%,-,-,-,-,ST1626,2,4,2,1,7,1,62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f49061164435fac17746289,ERR1217083,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,52,343494,764956,5634300,yes (584),ambiguous_bases,ST405,1,1,8,12,ybt 27; ICEKp22,312-1LV,-,0,-,0,-,0,-,0,-,wzi143,KL151,unknown (KL151),none,Very high,99.21%,,O4,O4,none,Very high,99.68%,,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1?,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-76,35Q,-,-,-,-,fosA7*?-0%,ST405,2,1,62,3,10,4,110,6,62,60,4,1,145,148,2,39,69,201,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f4890c764435f58ca7458d4,ERR1217084,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,73,203835,802509,5398128,yes (632),ambiguous_bases,ST437,0,1,8,9,-,0,-,0,-,0,-,0,-,0,-,wzi109,KL36,K36,none,Very high,99.89%,,O4,O4,?-,Good,99.71%,O4_06_glycosyltransferase,aac(3)-IId^;aph3-Ia.v1^,-,-,-,-,mphA,catA1^,-,sul1,tet(D),-,-,TEM-1D.v1^;TEM-1D.v1^,-,CTX-M-15,-,-,-,-,-,-,GyrA-83I;ParC-80I,-,-,ST437,3,3,1,1,1,1,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f48f90af87f39d7dc91e07f,ERR1217085,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,54,260391,922667,5604083,yes (789),ambiguous_bases,ST873,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi50,KL52,K52,?-,Good,98.01%,KL52_19_rmlA,OL101,unknown (OL101),?-*,Good,92.01%,OL101_02_rfbA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-27^,156D,-,-,-,-,-,ST873,14,1,2,1,7,4,182,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f49c166f87f39642b91f0c9,ERR1217086,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,84,193550,594891,5486469,yes (991),ambiguous_bases,ST1269,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi372,KL139,unknown (KL139),none,Very high,99.98%,,O1/O2v1,O1,none,Very high,98.33%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-225*,35Q,-,-,-,-,-,ST1269,2,1,2,1,7,1,226,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f48bac2f87f392a6291db49,ERR1217090,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,107,177305,560250,5686099,yes (399),ambiguous_bases,ST512,0,2,8,9,-,0,-,0,-,0,-,0,-,0,-,wzi154,KL107,unknown (KL107),none,Very high,100.00%,,O1/O2v2,O2afg,none,Very high,98.37%,,aac(6')-Ib'.v1;aadA2;aph3-Ia.v1^,-,-,-,-,mphA,catA1^,-,sul1,-,-,dfrA12,TEM-1D.v1^,-,-,-,KPC-3,SHV-11.v1,35Q,OmpK35-25%;OmpK36GD,-,GyrA-83I;ParC-80I,OXA-9.v1*-42%,-,ST512,54,3,1,1,1,1,79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f48f258f87f39080591e00c,ERR1217091,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,58,298841,429421,5506203,yes (689),ambiguous_bases,ST2703,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi16,KL16,K16,?-,Good,99.42%,KL16_20_manC,O3b,O3b,?-,Good,99.29%,O3b_01_manC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-1,-,-,-,-,fosA7*-15%,-,ST2703,2,1,11,1,9,8,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f48ab6cf87f39af9191da1a,ERR1217092,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,111,401086,1528368,5611067,yes (393),ambiguous_bases,ST147,0,1,7,10,-,0,-,0,-,0,-,0,-,0,-,wzi64,KL64,K64,none,Very high,100.00%,,O1/O2v1,O2ac,none,Very high,98.64%,,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2,-,-,qnrB1.v2^,-,-,CatB4.v1?;catA1*,-,-,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,GyrA-83I;ParC-80I,tet(A).v1*-3%,-,ST147,3,4,6,1,7,4,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f49def9f87f390d5d91f31a,ERR1217093,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,22,579554,1407551,5080048,yes (515),ambiguous_bases,ST3653,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,-,KL14,K14,none,Very high,99.74%,,O3b,O3b,none,Very high,98.89%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-1^,-,-,-,-,-,-,ST3653,2,20,5,1,7,27,91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f49ed0864435fae8c747f3e,ERR1217095,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,83,212129,340406,5536243,yes (482),ambiguous_bases,ST512,0,2,4,4,-,0,-,0,-,0,-,0,-,0,-,wzi154,KL107,unknown (KL107),none,Very high,99.98%,,O1/O2v2,O2afg,none,Very high,98.37%,,aac(6')-Ib'.v1;aadA2,-,-,-,-,-,-,-,sul1,-,-,-,-,-,-,-,KPC-3,SHV-11.v1,35Q,OmpK35-25%;OmpK36GD,-,GyrA-83I;ParC-80I,-,-,ST512,54,3,1,1,1,1,79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f49fe3c64435fb5eb748077,ERR1217097,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,87,190664,527469,5467391,yes (486),ambiguous_bases,ST512,0,2,7,6,-,0,-,0,-,0,-,0,-,0,-,wzi154,KL107,unknown (KL107),none,Very high,99.98%,,O1/O2v2,O2afg,none,Very high,98.37%,,aac(6')-Ib'.v1,-,-,-,-,mphA,catA1^,-,sul1,-,-,dfrA12,-,-,-,-,KPC-3,SHV-11.v1,35Q,OmpK35-25%;OmpK36GD,-,GyrA-83I;ParC-80I,-,aadA2?-0%,ST512,54,3,1,1,1,1,79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
